developers,publishers,categories,genres,required_age,n_achievements,platforms,is_released,total_reviews,total_positive,total_negative,positive_percentual,metacritic,is_free,price_initial (USD),label_positive,release_year
['Gamesforgames'],['Gamesforgames'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Simulation', 'Sports', 'Strategy']",0,5,['windows'],True,3,2,1,66.7,0,False,1.99,0,
['Gamesforgames'],['Gamesforgames'],"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Simulation', 'Sports', 'Strategy']",0,0,['windows'],True,4,3,1,75.0,0,False,9.99,0,
['Gamesforgames'],['Gamesforgames'],"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Simulation', 'Sports', 'Strategy']",0,0,['windows'],True,1,1,0,100.0,0,False,9.99,1,
['Gamesforgames'],['Gamesforgames'],"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Simulation', 'Sports', 'Strategy']",0,0,['windows'],True,4,3,1,75.0,0,False,9.99,0,
['Gamesforgames'],['Gamesforgames'],"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Simulation', 'Sports', 'Strategy']",0,0,['windows'],True,3,2,1,66.7,0,False,9.99,0,
['Cikoria Studio'],['Cikoria Studio'],"['Single-player', 'Family Sharing']",['Simulation'],0,0,['windows'],True,5,5,0,100.0,0,False,2.99,1,
['EroticGamesClub'],['EroticGamesClub'],"['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,2,"['windows', 'mac', 'linux']",True,5,1,4,20.0,0,False,4.99,0,
['OneSquare'],['OneSquare Games'],"['Single-player', 'Family Sharing']",['Indie'],0,0,['windows'],True,5,3,2,60.0,0,False,5.99,0,
['Blumsoft'],['Blumsoft'],"['Single-player', 'Partial Controller Support', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,0,['windows'],True,1,1,0,100.0,0,False,1.99,1,
['Goobers Secret'],['Goobers Secret'],"['Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Family Sharing']","['Action', 'Casual', 'Indie']",0,31,"['windows', 'linux']",True,4,4,0,100.0,0,False,6.99,1,
['Aidan Andrews'],['Aidan Andrews'],"['Single-player', 'Full controller support', 'Family Sharing']",['Action'],0,0,['windows'],True,7,6,1,85.7,0,False,2.99,1,
['GD Studio Inc'],['GD Studio Inc'],"['Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Family Sharing']","['Action', 'Early Access']",0,14,['windows'],True,381,280,101,73.5,0,False,19.99,0,
['Breakthrough Gaming LLC'],['Breakthrough Gaming LLC'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",['Sports'],0,11,['windows'],True,2,1,1,50.0,0,False,0.99,0,
['GAZ'],"['GAZ', 'Secret Studio']","['Single-player', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie']",0,0,['windows'],True,6,6,0,100.0,0,False,3.99,1,
['KInTstudio'],['KInTstudio'],"['Single-player', 'Multi-player', 'Co-op', 'LAN Co-op', 'Family Sharing']",['Indie'],0,0,['windows'],True,25,22,3,88.0,0,False,6.99,1,
['Kitsu Games'],['Kitsu Games'],"['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Casual', 'Indie']",0,70,['windows'],True,5,5,0,100.0,0,False,0.99,1,
['LGT SIA'],['LGT SIA'],"['Single-player', 'Family Sharing']",['Casual'],0,0,['windows'],True,1,1,0,100.0,0,False,9.99,1,
['Corebreak Interactive'],['Corebreak Interactive'],"['Single-player', 'Full controller support', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",0,11,['windows'],True,28,25,3,89.3,0,False,8.99,1,
"['Aerial_Knight', 'BetaJester']",['Headup'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Casual']",0,26,['windows'],True,7,6,1,85.7,0,False,14.99,1,
['MiddleNightGame'],['MiddleNightGame'],"['Single-player', 'Family Sharing']",['Adventure'],0,0,['windows'],True,5,3,2,60.0,0,False,7.99,0,
['Hentai works'],['Hentai works'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Casual', 'Simulation', 'Strategy']",0,20,"['windows', 'mac', 'linux']",True,8,8,0,100.0,0,False,0.99,1,
['Mischief and Craft'],['Mischief and Craft'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'Early Access']",0,11,['windows'],True,1,1,0,100.0,0,False,5.99,1,
"['SE Mobile and Online Co.,Ltd.']","['SE Mobile and Online Co.,Ltd.']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,22,['windows'],True,1,1,0,100.0,0,False,4.99,1,
['zilchdear'],['zilchdear'],"['Single-player', 'Family Sharing']",['Action'],0,0,['windows'],True,1,0,1,0.0,0,False,4.99,0,
['Swingers Club'],['Swingers Club'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",0,10,"['windows', 'mac', 'linux']",True,65,52,13,80.0,0,False,9.99,1,
['Dreamscape Dynamics'],['Dreamscape Dynamics'],"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",0,0,['windows'],True,1,0,1,0.0,0,False,4.99,0,
['Du Games'],['Du Games'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Action', 'Indie', 'Simulation', 'Early Access']",0,0,['windows'],True,4,4,0,100.0,0,False,9.99,1,
['TheLaba'],['TheLaba'],"['Single-player', 'Family Sharing']","['Adventure', 'Indie']",0,0,['windows'],True,13,13,0,100.0,0,False,2.99,1,
['POHRER STUDIO'],['POHRER STUDIO'],"['Single-player', 'Family Sharing']",['Indie'],0,0,['windows'],True,2,2,0,100.0,0,False,7.99,1,
['次元边界'],['次元边界'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie', 'RPG']",0,40,['windows'],True,13,11,2,84.6,0,False,8.99,1,
['Soundbyte Interactive'],['Soundbyte Interactive'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Strategy']",0,10,['windows'],True,11,11,0,100.0,0,False,5.99,1,
['A Little More Games'],['A Little More Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",0,5,['windows'],True,3,3,0,100.0,0,False,3.99,1,
['GOLDEN AGE'],['GOLDEN AGE'],"['Single-player', 'Family Sharing']","['Casual', 'RPG', 'Simulation']",0,57,"['windows', 'mac']",True,36,31,5,86.1,0,False,12.99,1,
['Amonesus Games'],['Amonesus Games'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Family Sharing']","['Casual', 'Indie', 'Early Access']",0,0,['windows'],True,1,0,1,0.0,0,False,7.99,0,
['Dark Winter Studios'],['Extreme Strategy'],"['Single-player', 'Family Sharing']","['Action', 'Casual', 'Early Access']",0,0,['windows'],True,1,1,0,100.0,0,False,4.99,1,
['Studio Witchstar'],['Lovewish'],"['Single-player', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,0,['windows'],True,19,19,0,100.0,0,False,5.99,1,
['Devilsky'],['Devilsky'],"['Single-player', 'Family Sharing']","['Adventure', 'Casual', 'Early Access']",0,0,['windows'],True,1,1,0,100.0,0,False,0.99,1,
['TeamSuneat'],"['PM Studios, inc.']","['Single-player', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Action', 'Indie', 'RPG', 'Early Access']",0,0,['windows'],True,122,101,21,82.8,0,False,19.99,1,
['RubberDucky'],['RubberDucky'],"['Single-player', 'Family Sharing']","['Casual', 'Indie']",0,0,['windows'],True,1,0,1,0.0,0,False,0.99,0,
['cnsgames'],['cnsgames'],"['Single-player', 'Partial Controller Support', 'Family Sharing']","['Action', 'Casual', 'Indie']",0,7,['windows'],True,2,1,1,50.0,0,False,0.99,0,
['Yuliya Kovach'],['Yuliya Kovach'],"['Single-player', 'Family Sharing']","['Casual', 'Indie']",0,0,"['windows', 'mac']",True,1,1,0,100.0,0,False,9.99,1,
"['Alkinoy', 'Vioser']",['Alkinoy'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie']",0,11,"['windows', 'mac', 'linux']",True,33,32,1,97.0,0,False,0.99,1,
['Kink Master Studios'],['Kink Master Studios'],"['Single-player', 'Family Sharing']",['Casual'],0,0,['windows'],True,1,1,0,100.0,0,False,2.99,1,
['Slippery Snake Studios'],['Gut Check Interactive'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",['Casual'],0,5,['windows'],True,1,1,0,100.0,0,False,5.99,1,
['PiHoEntertainment'],['Yin Games'],"['Single-player', 'Steam Achievements', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Sports']",0,8,['windows'],True,102,98,4,96.1,0,False,1.99,1,
['Neverknow247'],['Neverknow247'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Early Access']",0,1,['windows'],True,2,2,0,100.0,0,False,4.99,1,
"['Alexander Volosnikov', 'Essential Power Games']",['Essential Power Games'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Indie']",0,9,['windows'],True,1,1,0,100.0,0,False,2.99,1,
['Zayun'],['Zayun '],"['Single-player', 'Family Sharing']","['Action', 'Indie']",0,0,['windows'],True,1,1,0,100.0,0,False,7.99,1,
['noodle byte'],['noodle byte'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,30,"['windows', 'linux']",True,2,2,0,100.0,0,False,4.99,1,
['Soporific team'],['Soporific team'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Indie']",0,8,['windows'],True,4,4,0,100.0,0,False,2.99,1,
['Naczos'],['Naczos'],"['Single-player', 'Family Sharing']",['Casual'],0,0,['windows'],True,2,2,0,100.0,0,False,0.99,1,
['savage5609 Games'],['Savage5609 Games'],"['Single-player', 'Family Sharing']","['Action', 'Indie']",0,0,['windows'],True,3,3,0,100.0,0,False,0.99,1,
['EY-Studio'],['EY-Studio'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Partial Controller Support', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",0,76,['windows'],True,135,87,48,64.4,0,False,19.99,0,
['VICTORIA Games'],['VICTORIA Games'],"['Single-player', 'Family Sharing']","['Adventure', 'Indie']",0,0,['windows'],True,22,22,0,100.0,0,False,9.99,1,
['Mad Mango Games'],['Mad Mango Games'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']","['Action', 'Indie']",0,19,['windows'],True,8,8,0,100.0,0,False,9.99,1,
['Lust Desires 🖤'],['Lust Desires 🖤'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Casual', 'Indie', 'Simulation']",0,34,['windows'],True,95,75,20,78.9,0,False,9.99,0,
['OneManVN'],['OMVN Publishing'],"['Single-player', 'Family Sharing']","['Action', 'Casual', 'Indie']",0,0,"['windows', 'linux']",True,8,7,1,87.5,0,False,9.99,1,
['Foka Studio Production'],['Foka Studio Production'],"['Single-player', 'Family Sharing']",['Action'],0,0,['windows'],True,2,2,0,100.0,0,False,4.99,1,
['Spooky Stone'],['Spooky Stone'],"['Single-player', 'Family Sharing']","['Action', 'Indie', 'Early Access']",0,0,['windows'],True,3,3,0,100.0,0,False,4.99,1,
['Balio Studio'],['Microids'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Remote Play Together', 'Family Sharing']","['Adventure', 'Casual']",0,36,['windows'],True,7,4,3,57.1,0,False,39.99,0,
['Hermes Game'],['Hermes'],"['Single-player', 'Family Sharing']",['Adventure'],0,0,['windows'],True,1,0,1,0.0,0,False,4.99,0,
['Playstige Interactive'],['Playstige Interactive'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",['Adventure'],0,20,['windows'],True,23,17,6,73.9,0,False,2.99,0,
['Jabutkba Games'],['Jabutkba Games'],"['Single-player', 'Family Sharing']",['Casual'],0,2,['windows'],True,2,2,0,100.0,0,False,0.99,1,
['LisiSoft'],['LisiSoft'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Family Sharing']","['Action', 'Indie']",0,12,"['windows', 'mac']",True,14,8,6,57.1,0,False,2.99,0,
['ぽんこん堂'],"['072 Project', 'News']","['Single-player', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie', 'RPG', 'Strategy']",0,0,['windows'],True,8,8,0,100.0,0,False,3.99,1,
['DayDreamer'],['DayDreamer'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie', 'RPG']",0,40,['windows'],True,1,1,0,100.0,0,False,5.99,1,
['Max Loh'],['Max Loh'],"['Single-player', 'Family Sharing']","['Action', 'Indie', 'RPG', 'Early Access']",0,0,['windows'],True,19,13,6,68.4,0,False,4.99,0,
['Dzah'],['Dzah'],"['Single-player', 'Family Sharing']","['Action', 'Indie']",0,0,['windows'],True,6,5,1,83.3,0,False,1.99,1,
['100 Cats'],['100 Cats'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie']",0,100,['windows'],True,11,9,2,81.8,0,False,0.99,1,
['IP Izmailov Vladimir Yurievich'],['HH-Games'],"['Single-player', 'Family Sharing']",['Casual'],0,0,['windows'],True,1,1,0,100.0,0,False,7.99,1,
['Chimerabot'],['Chimerabot'],"['Single-player', 'Full controller support', 'Family Sharing']","['Action', 'Casual', 'Indie']",0,0,['windows'],True,3,3,0,100.0,0,False,2.99,1,
['MCG'],['MCG'],"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'RPG']",0,0,['windows'],True,2,1,1,50.0,0,False,4.99,0,
['Машина Радость'],['Grable Team'],"['Single-player', 'Family Sharing']",['Indie'],0,0,"['windows', 'mac', 'linux']",True,6,6,0,100.0,0,False,7.99,1,
['KENZsoft'],['Denpasoft'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie']",0,7,['windows'],True,41,34,7,82.9,0,False,16.99,1,
['けーわいけーわい'],"['072 Project', 'News']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",0,14,['windows'],True,16,15,1,93.8,0,False,19.99,1,
['渡里laboratory'],"['072 Project', 'News']","['Single-player', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie', 'RPG', 'Simulation']",0,0,['windows'],True,35,19,16,54.3,0,False,18.99,0,
['Now1K'],['Now Games'],"['Single-player', 'Family Sharing']","['Indie', 'RPG']",0,15,['windows'],True,5,4,1,80.0,0,False,1.99,1,
"['DarkhanDev13', 'CelTradat']",['TwoKhan'],"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",0,0,['windows'],True,2,0,2,0.0,0,False,1.99,0,
['Walter Machado'],['Walter Machado'],"['Single-player', 'Partial Controller Support', 'Family Sharing']","['Action', 'Casual', 'Indie']",0,12,['windows'],True,23,22,1,95.7,0,False,0.99,1,
['Too Moose Games'],['Too Moose Games'],"['Single-player', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Simulation', 'Sports']",0,0,['windows'],True,2,2,0,100.0,0,False,5.99,1,
['causantíne'],['causantíne'],"['Single-player', 'Full controller support', 'Family Sharing']",['Adventure'],0,0,['windows'],True,2,2,0,100.0,0,False,0.99,1,
['Crooked Road'],['LT-Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",0,31,['windows'],True,29,23,6,79.3,0,False,9.99,0,
['World in fire'],['World in fire'],"['Single-player', 'Family Sharing']","['Casual', 'RPG']",0,0,['windows'],True,1,0,1,0.0,0,False,24.99,0,
['Denzee Games'],['Denzee Games'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Family Sharing']","['Adventure', 'Indie', 'Simulation', 'Early Access']",0,0,"['windows', 'mac']",True,5,5,0,100.0,0,False,9.49,1,
['REMBOT GAMES'],['REMBOT GAMES'],"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing']","['Casual', 'Indie', 'Simulation', 'Early Access']",0,16,"['windows', 'linux']",True,10,10,0,100.0,0,False,12.99,1,
['Archor Wright'],['Archor Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Partial Controller Support', 'Family Sharing']",['Adventure'],0,0,['windows'],True,4,4,0,100.0,0,False,0.99,1,
['Headway Games'],['Headway Games'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie']",0,5,['windows'],True,6,6,0,100.0,0,False,2.49,1,
['PinkRecord'],['PinkRecord'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie']",0,54,['windows'],True,3,3,0,100.0,0,False,0.99,1,
['Syntaxity'],['Syntaxity'],"['Single-player', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,0,['windows'],True,3,3,0,100.0,0,False,5.99,1,
['Syntaxity'],['Syntaxity'],"['Single-player', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,0,['windows'],True,1,1,0,100.0,0,False,5.99,1,
['Kaiden Mastel'],['Kaiden Mastel'],"['Single-player', 'Family Sharing']","['Casual', 'Indie']",0,25,['windows'],True,1,1,0,100.0,0,False,1.99,1,
['Follow the fun'],['I commissioned some series'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie']",0,21,['windows'],True,2,2,0,100.0,0,False,3.99,1,
['Follow the fun'],['I commissioned some series'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie']",0,16,['windows'],True,1,1,0,100.0,0,False,3.99,1,
['Follow the fun'],['I commissioned some series'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie']",0,16,['windows'],True,2,2,0,100.0,0,False,3.99,1,
['Speedtrap Studios'],['Speedtrap Studios'],"['Single-player', 'Family Sharing']","['Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Strategy']",0,0,['windows'],True,1,0,1,0.0,0,False,0.99,0,
['Nevin Studio'],['Nevin Studio'],['Single-player'],"['Casual', 'Indie', 'Strategy', 'Free To Play']",0,0,['windows'],True,1,1,0,100.0,0,True,0.0,1,
['Taiga'],['Taiga'],"['Single-player', 'Full controller support', 'Family Sharing']",['Adventure'],0,11,['windows'],True,1,1,0,100.0,0,False,2.99,1,
['Paleap Studio'],['Paleap Studio'],"['Single-player', 'Family Sharing']","['Action', 'Indie']",0,11,['windows'],True,1,1,0,100.0,0,False,4.59,1,
['DybotoGames'],['DybotoGames'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie']",0,14,['windows'],True,4,4,0,100.0,0,False,1.1,1,
"['置雨制作组', '龍之咲']",['LoveStoryProject'],"['Single-player', 'Family Sharing']",['Indie'],0,0,['windows'],True,1,1,0,100.0,0,False,2.99,1,
['LustyPawsGames'],['LustyPawsGames'],"['Single-player', 'Family Sharing']",['Casual'],0,0,['windows'],True,3,2,1,66.7,0,False,3.99,0,
['CrazyPotato Studio'],['CrazyPotato Studio'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",0,63,"['windows', 'mac']",True,85,79,6,92.9,0,False,9.99,1,
['José Antonio De los Ángeles Rodríguez'],['José Antonio De los Ángeles Rodríguez'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Stats', 'Family Sharing']","['Adventure', 'RPG']",0,50,['windows'],True,1,1,0,100.0,0,False,4.99,1,
['Easy S Studio'],['Easy S Studio'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",0,62,['windows'],True,2,2,0,100.0,0,False,5.99,1,
['Lonely House'],"['Animita Project', 'Astrolabe Games']","['Single-player', 'Steam Achievements', 'Partial Controller Support']","['Adventure', 'Indie', 'Free To Play']",0,9,['windows'],True,3,3,0,100.0,0,True,0.0,1,
['Neutronized'],['Neutronized'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,9,['windows'],True,31,28,3,90.3,0,False,2.99,1,
['Syntaxity'],['Syntaxity'],"['Single-player', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,0,['windows'],True,1,1,0,100.0,0,False,5.99,1,
['Jonathan Trites'],['Sketchy Games'],"['Single-player', 'Full controller support', 'Family Sharing']","['Action', 'Racing']",0,0,['windows'],True,21,21,0,100.0,0,False,1.99,1,
['Tropical Games'],['Tropical Games'],"['Single-player', 'Family Sharing']","['Adventure', 'Indie']",0,0,['windows'],True,33,29,4,87.9,0,False,2.99,1,
['Boogygames Studios'],['Boogygames Studios'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'Strategy']",0,16,['windows'],True,5,4,1,80.0,0,False,0.99,1,
['Outcast Developers'],['Outcast Developers'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,6,"['windows', 'mac', 'linux']",True,3,2,1,66.7,0,False,1.2,0,
['EXODIAC STUDIOS'],['EXODIAC STUDIOS'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']","['Adventure', 'Indie', 'Simulation', 'Early Access']",0,29,['windows'],True,411,295,116,71.8,0,False,9.99,0,
['豆米工作室'],['豆米工作室'],"['Single-player', 'Family Sharing']","['Casual', 'Indie', 'RPG', 'Simulation']",0,0,['windows'],True,1,1,0,100.0,0,False,3.99,1,
['SKYIDEAS'],['SKYIDEAS'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Family Sharing']","['Action', 'Indie']",0,11,['windows'],True,21,18,3,85.7,0,False,1.99,1,
['Great Empire Games'],['Great Empire Games'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Action', 'Indie', 'RPG']",0,21,['windows'],True,1,0,1,0.0,0,False,9.99,0,
['Denda Games'],['Mindscape'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Racing']",0,29,"['windows', 'mac']",True,3,2,1,66.7,0,False,14.99,0,
['EpiXR Games UG'],['EpiXR Games UG'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie']",0,10,['windows'],True,1,1,0,100.0,0,False,9.99,1,
['Cameron Broyles'],['Cameron Broyles'],"['Single-player', 'Full controller support', 'Family Sharing']","['Casual', 'Indie']",0,0,['windows'],True,1,1,0,100.0,0,False,3.0,1,
['Annemu Games'],['Annemu Games'],"['Single-player', 'Full controller support', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,0,"['windows', 'mac', 'linux']",True,1,0,1,0.0,0,False,1.99,0,
['Storm Trident S.A.'],['Forever Entertainment S. A.'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Casual']",0,26,['windows'],True,30,19,11,63.3,0,False,9.99,0,
['Gravity Garden'],['Gravity Garden'],"['Single-player', 'Full controller support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",0,0,"['windows', 'mac', 'linux']",True,3,2,1,66.7,0,False,1.99,0,
['LostVolBytes'],['LostVolBytes'],"['Single-player', 'Steam Achievements']","['Casual', 'Indie', 'Free To Play']",0,30,['windows'],True,2,2,0,100.0,0,True,0.0,1,
['CaliCosDev Studio'],['CaliCosDev Studio'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Family Sharing']","['Action', 'Indie', 'Simulation', 'Strategy']",0,18,"['windows', 'mac']",True,3,0,3,0.0,0,False,3.99,0,
['Firework Studio'],['Firework Studio'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Action', 'Casual', 'Indie', 'RPG']",0,16,['windows'],True,1,1,0,100.0,0,False,1.99,1,
['Fleshed Out Interactive LLC'],['Fleshed Out Interactive LLC'],"['Single-player', 'Partial Controller Support', 'Family Sharing']","['Adventure', 'Early Access']",0,0,['windows'],True,4,4,0,100.0,0,False,4.99,1,
['MikanBatake'],['Dieselmine'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Indie', 'Simulation']",0,8,['windows'],True,12,11,1,91.7,0,False,22.99,1,
['Joseph J Helfenbein'],['Joseph J Helfenbein'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']",['Indie'],0,6,"['windows', 'linux']",True,1,0,1,0.0,0,False,1.99,0,
['Cian Moriarty'],['TM39'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Casual', 'Simulation']",0,12,['windows'],True,14,13,1,92.9,0,False,5.99,1,
['Cat Emblem Studio'],['Cat Emblem Studio'],"['Single-player', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",0,0,['windows'],True,2,1,1,50.0,0,False,3.99,0,
"['WayForward', 'Limited Run Games']","['WayForward', 'SUNSOFT']","['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']",['Adventure'],0,26,['windows'],True,187,167,20,89.3,0,False,19.99,1,
['Axelotl'],['Axelotl'],"['Single-player', 'Steam Achievements', 'Family Sharing']",['Indie'],0,16,['windows'],True,19,16,3,84.2,0,False,0.99,1,
['Afternoon Games'],['Afternoon Games'],"['Single-player', 'Multi-player', 'Co-op', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Early Access']",0,0,['windows'],True,2,2,0,100.0,0,False,4.99,1,
['Chiara Games'],['Chiara Games'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Indie', 'Simulation']",0,3,['windows'],True,1,1,0,100.0,0,False,3.99,1,
['Old Potato'],['Old Potato'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Family Sharing']",['Casual'],0,0,['windows'],True,3,3,0,100.0,0,False,4.99,1,
['MoonlightGames'],['MoonlightGames'],"['Single-player', 'Family Sharing']","['Action', 'Indie', 'RPG']",0,0,['windows'],True,3,2,1,66.7,0,False,4.99,0,
